"date","geography","value_type","value"
2020-05-13,"South West","hospital_inc",52
2020-05-13,"East of England","hospital_prev",722
2020-05-13,"East of England","icu_prev",129
2020-05-13,"England","hospital_prev",7167
2020-05-13,"England","icu_prev",1198
2020-05-13,"London","hospital_prev",1077
2020-05-13,"London","icu_prev",413
2020-05-13,"Midlands","hospital_prev",1339
2020-05-13,"Midlands","icu_prev",163
2020-05-13,"North East and Yorkshire","hospital_prev",1303
2020-05-13,"North East and Yorkshire","icu_prev",134
2020-05-13,"North West","hospital_prev",1554
2020-05-13,"North West","icu_prev",157
2020-05-13,"South East","hospital_prev",848
2020-05-13,"South East","icu_prev",148
2020-05-13,"South West","hospital_prev",324
2020-05-13,"South West","icu_prev",54
2020-05-14,"East of England","hospital_inc",88
2020-05-14,"England","hospital_inc",763
2020-05-14,"London","hospital_inc",91
2020-05-14,"Midlands","hospital_inc",143
2020-05-14,"North East and Yorkshire","hospital_inc",127
2020-05-14,"North West","hospital_inc",164
2020-05-14,"South East","hospital_inc",113
2020-05-14,"South West","hospital_inc",37
2020-05-14,"East of England","hospital_prev",698
2020-05-14,"East of England","icu_prev",125
2020-05-14,"England","hospital_prev",6867
2020-05-14,"England","icu_prev",1162
2020-05-14,"London","hospital_prev",1009
2020-05-14,"London","icu_prev",395
2020-05-14,"Midlands","hospital_prev",1285
2020-05-14,"Midlands","icu_prev",164
2020-05-14,"North East and Yorkshire","hospital_prev",1237
2020-05-14,"North East and Yorkshire","icu_prev",123
2020-05-14,"North West","hospital_prev",1515
2020-05-14,"North West","icu_prev",153
2020-05-14,"South East","hospital_prev",811
2020-05-14,"South East","icu_prev",150
2020-05-14,"South West","hospital_prev",312
2020-05-14,"South West","icu_prev",52
2020-05-15,"East of England","hospital_inc",92
2020-05-15,"England","hospital_inc",738
2020-05-15,"London","hospital_inc",77
2020-05-15,"Midlands","hospital_inc",172
2020-05-15,"North East and Yorkshire","hospital_inc",109
2020-05-15,"North West","hospital_inc",153
2020-05-15,"South East","hospital_inc",85
2020-05-15,"South West","hospital_inc",50
2020-05-15,"East of England","hospital_prev",684
2020-05-15,"East of England","icu_prev",127
2020-05-15,"England","hospital_prev",6737
2020-05-15,"England","icu_prev",1165
2020-05-15,"London","hospital_prev",961
2020-05-15,"London","icu_prev",405
2020-05-15,"Midlands","hospital_prev",1253
2020-05-15,"Midlands","icu_prev",154
2020-05-15,"North East and Yorkshire","hospital_prev",1227
2020-05-15,"North East and Yorkshire","icu_prev",139
2020-05-15,"North West","hospital_prev",1479
2020-05-15,"North West","icu_prev",157
2020-05-15,"South East","hospital_prev",822
2020-05-15,"South East","icu_prev",133
2020-05-15,"South West","hospital_prev",311
2020-05-15,"South West","icu_prev",50
2020-05-16,"East of England","hospital_inc",72
2020-05-16,"England","hospital_inc",671
2020-05-16,"London","hospital_inc",59
2020-05-16,"Midlands","hospital_inc",143
2020-05-16,"North East and Yorkshire","hospital_inc",95
2020-05-16,"North West","hospital_inc",178
2020-05-16,"South East","hospital_inc",71
2020-05-16,"South West","hospital_inc",53
2020-05-16,"East of England","hospital_prev",652
2020-05-16,"East of England","icu_prev",125
2020-05-16,"England","hospital_prev",6426
2020-05-16,"England","icu_prev",1101
2020-05-16,"London","hospital_prev",931
2020-05-16,"London","icu_prev",384
2020-05-16,"Midlands","hospital_prev",1235
2020-05-16,"Midlands","icu_prev",150
2020-05-16,"North East and Yorkshire","hospital_prev",1132
2020-05-16,"North East and Yorkshire","icu_prev",125
2020-05-16,"North West","hospital_prev",1444
2020-05-16,"North West","icu_prev",136
2020-05-16,"South East","hospital_prev",736
2020-05-16,"South East","icu_prev",130
2020-05-16,"South West","hospital_prev",296
2020-05-16,"South West","icu_prev",51
2020-05-17,"East of England","hospital_inc",85
2020-05-17,"England","hospital_inc",673
2020-05-17,"London","hospital_inc",51
2020-05-17,"Midlands","hospital_inc",152
2020-05-17,"North East and Yorkshire","hospital_inc",95
2020-05-17,"North West","hospital_inc",169
2020-05-17,"South East","hospital_inc",94
2020-05-17,"South West","hospital_inc",27
2020-05-17,"East of England","hospital_prev",672
2020-05-17,"East of England","icu_prev",125
2020-05-17,"England","hospital_prev",6489
2020-05-17,"England","icu_prev",1064
2020-05-17,"London","hospital_prev",908
2020-05-17,"London","icu_prev",374
2020-05-17,"Midlands","hospital_prev",1288
2020-05-17,"Midlands","icu_prev",151
2020-05-17,"North East and Yorkshire","hospital_prev",1126
2020-05-17,"North East and Yorkshire","icu_prev",114
2020-05-17,"North West","hospital_prev",1453
2020-05-17,"North West","icu_prev",135
2020-05-17,"South East","hospital_prev",728
2020-05-17,"South East","icu_prev",118
2020-05-17,"South West","hospital_prev",314
2020-05-17,"South West","icu_prev",47
2020-05-18,"East of England","hospital_inc",81
2020-05-18,"England","hospital_inc",733
2020-05-18,"London","hospital_inc",74
2020-05-18,"Midlands","hospital_inc",154
2020-05-18,"North East and Yorkshire","hospital_inc",101
2020-05-18,"North West","hospital_inc",171
2020-05-18,"South East","hospital_inc",104
2020-05-18,"South West","hospital_inc",48
2020-05-18,"East of England","hospital_prev",662
2020-05-18,"East of England","icu_prev",121
2020-05-18,"England","hospital_prev",6539
2020-05-18,"England","icu_prev",1010
2020-05-18,"London","hospital_prev",909
2020-05-18,"London","icu_prev",349
2020-05-18,"Midlands","hospital_prev",1327
2020-05-18,"Midlands","icu_prev",139
2020-05-18,"North East and Yorkshire","hospital_prev",1131
2020-05-18,"North East and Yorkshire","icu_prev",112
2020-05-18,"North West","hospital_prev",1461
2020-05-18,"North West","icu_prev",130
2020-05-18,"South East","hospital_prev",720
2020-05-18,"South East","icu_prev",117
2020-05-18,"South West","hospital_prev",329
2020-05-18,"South West","icu_prev",42
2020-05-19,"East of England","hospital_inc",86
2020-05-19,"England","hospital_inc",752
2020-05-19,"London","hospital_inc",89
2020-05-19,"Midlands","hospital_inc",157
2020-05-19,"North East and Yorkshire","hospital_inc",99
2020-05-19,"North West","hospital_inc",173
2020-05-19,"South East","hospital_inc",96
2020-05-19,"South West","hospital_inc",52
2020-05-19,"East of England","hospital_prev",665
2020-05-19,"East of England","icu_prev",122
2020-05-19,"England","hospital_prev",6460
2020-05-19,"England","icu_prev",976
2020-05-19,"London","hospital_prev",849
2020-05-19,"London","icu_prev",333
2020-05-19,"Midlands","hospital_prev",1299
2020-05-19,"Midlands","icu_prev",141
2020-05-19,"North East and Yorkshire","hospital_prev",1103
2020-05-19,"North East and Yorkshire","icu_prev",112
2020-05-19,"North West","hospital_prev",1515
2020-05-19,"North West","icu_prev",121
2020-05-19,"South East","hospital_prev",708
2020-05-19,"South East","icu_prev",110
2020-05-19,"South West","hospital_prev",321
2020-05-19,"South West","icu_prev",37
2020-05-20,"East of England","hospital_inc",93
2020-05-20,"England","hospital_inc",732
2020-05-20,"London","hospital_inc",71
2020-05-20,"Midlands","hospital_inc",149
2020-05-20,"North East and Yorkshire","hospital_inc",106
2020-05-20,"North West","hospital_inc",151
2020-05-20,"South East","hospital_inc",107
2020-05-20,"South West","hospital_inc",55
2020-05-20,"East of England","hospital_prev",651
2020-05-20,"East of England","icu_prev",113
2020-05-20,"England","hospital_prev",6162
2020-05-20,"England","icu_prev",921
2020-05-20,"London","hospital_prev",737
2020-05-20,"London","icu_prev",313
2020-05-20,"Midlands","hospital_prev",1283
2020-05-20,"Midlands","icu_prev",132
2020-05-20,"North East and Yorkshire","hospital_prev",1031
2020-05-20,"North East and Yorkshire","icu_prev",112
2020-05-20,"North West","hospital_prev",1463
2020-05-20,"North West","icu_prev",111
2020-05-20,"South East","hospital_prev",679
2020-05-20,"South East","icu_prev",104
2020-05-20,"South West","hospital_prev",318
2020-05-20,"South West","icu_prev",36
2020-05-21,"East of England","hospital_inc",77
2020-05-21,"England","hospital_inc",715
2020-05-21,"London","hospital_inc",76
2020-05-21,"Midlands","hospital_inc",133
2020-05-21,"North East and Yorkshire","hospital_inc",123
2020-05-21,"North West","hospital_inc",165
2020-05-21,"South East","hospital_inc",88
2020-05-21,"South West","hospital_inc",53
2020-05-21,"East of England","hospital_prev",631
2020-05-21,"East of England","icu_prev",109
2020-05-21,"England","hospital_prev",6002
2020-05-21,"England","icu_prev",894
2020-05-21,"London","hospital_prev",711
2020-05-21,"London","icu_prev",307
2020-05-21,"Midlands","hospital_prev",1280
2020-05-21,"Midlands","icu_prev",129
2020-05-21,"North East and Yorkshire","hospital_prev",961
2020-05-21,"North East and Yorkshire","icu_prev",106
2020-05-21,"North West","hospital_prev",1408
2020-05-21,"North West","icu_prev",109
2020-05-21,"South East","hospital_prev",689
2020-05-21,"South East","icu_prev",99
2020-05-21,"South West","hospital_prev",322
2020-05-21,"South West","icu_prev",35
2020-05-22,"East of England","hospital_inc",79
2020-05-22,"England","hospital_inc",638
2020-05-22,"London","hospital_inc",77
2020-05-22,"Midlands","hospital_inc",120
2020-05-22,"North East and Yorkshire","hospital_inc",85
2020-05-22,"North West","hospital_inc",160
2020-05-22,"South East","hospital_inc",78
2020-05-22,"South West","hospital_inc",39
2020-05-22,"East of England","hospital_prev",614
2020-05-22,"East of England","icu_prev",104
2020-05-22,"England","hospital_prev",5975
2020-05-22,"England","icu_prev",852
2020-05-22,"London","hospital_prev",760
2020-05-22,"London","icu_prev",287
2020-05-22,"Midlands","hospital_prev",1261
2020-05-22,"Midlands","icu_prev",120
2020-05-22,"North East and Yorkshire","hospital_prev",936
2020-05-22,"North East and Yorkshire","icu_prev",97
2020-05-22,"North West","hospital_prev",1382
2020-05-22,"North West","icu_prev",113
2020-05-22,"South East","hospital_prev",721
2020-05-22,"South East","icu_prev",97
2020-05-22,"South West","hospital_prev",301
2020-05-22,"South West","icu_prev",34
2020-05-23,"East of England","hospital_inc",39
2020-05-23,"England","hospital_inc",504
2020-05-23,"London","hospital_inc",43
2020-05-23,"Midlands","hospital_inc",113
2020-05-23,"North East and Yorkshire","hospital_inc",97
2020-05-23,"North West","hospital_inc",125
2020-05-23,"South East","hospital_inc",59
2020-05-23,"South West","hospital_inc",28
2020-05-23,"East of England","hospital_prev",609
2020-05-23,"East of England","icu_prev",98
2020-05-23,"England","hospital_prev",5686
2020-05-23,"England","icu_prev",813
2020-05-23,"London","hospital_prev",689
2020-05-23,"London","icu_prev",272
2020-05-23,"Midlands","hospital_prev",1189
2020-05-23,"Midlands","icu_prev",114
2020-05-23,"North East and Yorkshire","hospital_prev",887
2020-05-23,"North East and Yorkshire","icu_prev",92
2020-05-23,"North West","hospital_prev",1351
2020-05-23,"North West","icu_prev",113
2020-05-23,"South East","hospital_prev",666
2020-05-23,"South East","icu_prev",89
2020-05-23,"South West","hospital_prev",295
2020-05-23,"South West","icu_prev",35
2020-05-24,"East of England","hospital_inc",52
2020-05-24,"England","hospital_inc",497
2020-05-24,"London","hospital_inc",41
2020-05-24,"Midlands","hospital_inc",90
2020-05-24,"North East and Yorkshire","hospital_inc",85
2020-05-24,"North West","hospital_inc",128
2020-05-24,"South East","hospital_inc",78
2020-05-24,"South West","hospital_inc",23
2020-05-24,"East of England","hospital_prev",595
2020-05-24,"East of England","icu_prev",88
2020-05-24,"England","hospital_prev",5703
2020-05-24,"England","icu_prev",786
2020-05-24,"London","hospital_prev",703
2020-05-24,"London","icu_prev",271
2020-05-24,"Midlands","hospital_prev",1214
2020-05-24,"Midlands","icu_prev",110
2020-05-24,"North East and Yorkshire","hospital_prev",895
2020-05-24,"North East and Yorkshire","icu_prev",87
2020-05-24,"North West","hospital_prev",1326
2020-05-24,"North West","icu_prev",100
2020-05-24,"South East","hospital_prev",682
2020-05-24,"South East","icu_prev",95
2020-05-24,"South West","hospital_prev",288
2020-05-24,"South West","icu_prev",35
2020-05-25,"East of England","hospital_inc",51
2020-05-25,"England","hospital_inc",498
2020-05-25,"London","hospital_inc",49
2020-05-25,"Midlands","hospital_inc",92
2020-05-25,"North East and Yorkshire","hospital_inc",67
2020-05-25,"North West","hospital_inc",121
2020-05-25,"South East","hospital_inc",82
2020-05-25,"South West","hospital_inc",36
2020-05-25,"East of England","hospital_prev",591
2020-05-25,"East of England","icu_prev",92
2020-05-25,"England","hospital_prev",5752
2020-05-25,"England","icu_prev",771
2020-05-25,"London","hospital_prev",711
2020-05-25,"London","icu_prev",276
2020-05-25,"Midlands","hospital_prev",1271
2020-05-25,"Midlands","icu_prev",101
2020-05-25,"North East and Yorkshire","hospital_prev",931
2020-05-25,"North East and Yorkshire","icu_prev",83
2020-05-25,"North West","hospital_prev",1329
2020-05-25,"North West","icu_prev",97
2020-05-25,"South East","hospital_prev",636
2020-05-25,"South East","icu_prev",88
2020-05-25,"South West","hospital_prev",283
2020-05-25,"South West","icu_prev",34
2020-05-26,"East of England","hospital_inc",85
2020-05-26,"England","hospital_inc",578
2020-05-26,"London","hospital_inc",67
2020-05-26,"Midlands","hospital_inc",118
2020-05-26,"North East and Yorkshire","hospital_inc",85
2020-05-26,"North West","hospital_inc",112
2020-05-26,"South East","hospital_inc",74
2020-05-26,"South West","hospital_inc",37
2020-05-26,"East of England","hospital_prev",555
2020-05-26,"East of England","icu_prev",86
2020-05-26,"England","hospital_prev",5634
2020-05-26,"England","icu_prev",756
2020-05-26,"London","hospital_prev",689
2020-05-26,"London","icu_prev",268
2020-05-26,"Midlands","hospital_prev",1209
2020-05-26,"Midlands","icu_prev",98
2020-05-26,"North East and Yorkshire","hospital_prev",931
2020-05-26,"North East and Yorkshire","icu_prev",82
2020-05-26,"North West","hospital_prev",1320
2020-05-26,"North West","icu_prev",104
2020-05-26,"South East","hospital_prev",661
2020-05-26,"South East","icu_prev",86
2020-05-26,"South West","hospital_prev",269
2020-05-26,"South West","icu_prev",32
2020-05-27,"East of England","hospital_inc",57
2020-05-27,"England","hospital_inc",589
2020-05-27,"London","hospital_inc",69
2020-05-27,"Midlands","hospital_inc",126
2020-05-27,"North East and Yorkshire","hospital_inc",82
2020-05-27,"North West","hospital_inc",148
2020-05-27,"South East","hospital_inc",72
2020-05-27,"South West","hospital_inc",35
2020-05-27,"East of England","hospital_prev",547
2020-05-27,"East of England","icu_prev",85
2020-05-27,"England","hospital_prev",5413
2020-05-27,"England","icu_prev",696
2020-05-27,"London","hospital_prev",685
2020-05-27,"London","icu_prev",228
2020-05-27,"Midlands","hospital_prev",1170
2020-05-27,"Midlands","icu_prev",96
2020-05-27,"North East and Yorkshire","hospital_prev",888
2020-05-27,"North East and Yorkshire","icu_prev",77
2020-05-27,"North West","hospital_prev",1246
2020-05-27,"North West","icu_prev",96
2020-05-27,"South East","hospital_prev",636
2020-05-27,"South East","icu_prev",84
2020-05-27,"South West","hospital_prev",241
2020-05-27,"South West","icu_prev",30
2020-05-28,"East of England","hospital_inc",53
2020-05-28,"England","hospital_inc",570
2020-05-28,"London","hospital_inc",57
2020-05-28,"Midlands","hospital_inc",114
2020-05-28,"North East and Yorkshire","hospital_inc",74
2020-05-28,"North West","hospital_inc",145
2020-05-28,"South East","hospital_inc",79
2020-05-28,"South West","hospital_inc",48
2020-05-28,"East of England","hospital_prev",521
2020-05-28,"East of England","icu_prev",78
2020-05-28,"England","hospital_prev",5187
2020-05-28,"England","icu_prev",663
2020-05-28,"London","hospital_prev",639
2020-05-28,"London","icu_prev",222
2020-05-28,"Midlands","hospital_prev",1134
2020-05-28,"Midlands","icu_prev",94
2020-05-28,"North East and Yorkshire","hospital_prev",866
2020-05-28,"North East and Yorkshire","icu_prev",73
2020-05-28,"North West","hospital_prev",1205
2020-05-28,"North West","icu_prev",87
2020-05-28,"South East","hospital_prev",584
2020-05-28,"South East","icu_prev",81
2020-05-28,"South West","hospital_prev",238
2020-05-28,"South West","icu_prev",28
2020-05-29,"East of England","hospital_inc",54
2020-05-29,"England","hospital_inc",499
2020-05-29,"London","hospital_inc",51
2020-05-29,"Midlands","hospital_inc",112
2020-05-29,"North East and Yorkshire","hospital_inc",71
2020-05-29,"North West","hospital_inc",121
2020-05-29,"South East","hospital_inc",65
2020-05-29,"South West","hospital_inc",25
2020-05-29,"East of England","hospital_prev",434
2020-05-29,"East of England","icu_prev",68
2020-05-29,"England","hospital_prev",4959
2020-05-29,"England","icu_prev",630
2020-05-29,"London","hospital_prev",632
2020-05-29,"London","icu_prev",207
2020-05-29,"Midlands","hospital_prev",1073
2020-05-29,"Midlands","icu_prev",103
2020-05-29,"North East and Yorkshire","hospital_prev",835
2020-05-29,"North East and Yorkshire","icu_prev",68
2020-05-29,"North West","hospital_prev",1180
2020-05-29,"North West","icu_prev",85
2020-05-29,"South East","hospital_prev",580
2020-05-29,"South East","icu_prev",73
2020-05-29,"South West","hospital_prev",225
2020-05-29,"South West","icu_prev",26
2020-05-30,"East of England","hospital_inc",43
2020-05-30,"England","hospital_inc",466
2020-05-30,"London","hospital_inc",30
2020-05-30,"Midlands","hospital_inc",116
2020-05-30,"North East and Yorkshire","hospital_inc",75
2020-05-30,"North West","hospital_inc",97
2020-05-30,"South East","hospital_inc",74
2020-05-30,"South West","hospital_inc",31
2020-05-30,"East of England","hospital_prev",466
2020-05-30,"East of England","icu_prev",65
2020-05-30,"England","hospital_prev",4712
2020-05-30,"England","icu_prev",628
2020-05-30,"London","hospital_prev",567
2020-05-30,"London","icu_prev",213
2020-05-30,"Midlands","hospital_prev",1016
2020-05-30,"Midlands","icu_prev",104
2020-05-30,"North East and Yorkshire","hospital_prev",793
2020-05-30,"North East and Yorkshire","icu_prev",63
2020-05-30,"North West","hospital_prev",1132
2020-05-30,"North West","icu_prev",86
2020-05-30,"South East","hospital_prev",527
2020-05-30,"South East","icu_prev",72
2020-05-30,"South West","hospital_prev",211
2020-05-30,"South West","icu_prev",25
2020-05-31,"East of England","hospital_inc",29
2020-05-31,"England","hospital_inc",446
2020-05-31,"London","hospital_inc",42
2020-05-31,"Midlands","hospital_inc",102
2020-05-31,"North East and Yorkshire","hospital_inc",78
2020-05-31,"North West","hospital_inc",126
2020-05-31,"South East","hospital_inc",46
2020-05-31,"South West","hospital_inc",23
2020-05-31,"East of England","hospital_prev",452
2020-05-31,"East of England","icu_prev",63
2020-05-31,"England","hospital_prev",4692
2020-05-31,"England","icu_prev",606
2020-05-31,"London","hospital_prev",551
2020-05-31,"London","icu_prev",197
2020-05-31,"Midlands","hospital_prev",1009
2020-05-31,"Midlands","icu_prev",104
2020-05-31,"North East and Yorkshire","hospital_prev",807
2020-05-31,"North East and Yorkshire","icu_prev",63
2020-05-31,"North West","hospital_prev",1136
2020-05-31,"North West","icu_prev",85
2020-05-31,"South East","hospital_prev",529
2020-05-31,"South East","icu_prev",70
2020-05-31,"South West","hospital_prev",208
2020-05-31,"South West","icu_prev",24
2020-06-01,"East of England","hospital_inc",58
2020-06-01,"England","hospital_inc",522
2020-06-01,"London","hospital_inc",48
2020-06-01,"Midlands","hospital_inc",94
2020-06-01,"North East and Yorkshire","hospital_inc",71
2020-06-01,"North West","hospital_inc",149
2020-06-01,"South East","hospital_inc",56
2020-06-01,"South West","hospital_inc",46
2020-06-01,"East of England","hospital_prev",462
2020-06-01,"East of England","icu_prev",64
2020-06-01,"England","hospital_prev",4774
2020-06-01,"England","icu_prev",584
2020-06-01,"London","hospital_prev",567
2020-06-01,"London","icu_prev",170
2020-06-01,"Midlands","hospital_prev",1041
2020-06-01,"Midlands","icu_prev",107
2020-06-01,"North East and Yorkshire","hospital_prev",802
2020-06-01,"North East and Yorkshire","icu_prev",65
2020-06-01,"North West","hospital_prev",1138
2020-06-01,"North West","icu_prev",89
2020-06-01,"South East","hospital_prev",557
2020-06-01,"South East","icu_prev",64
2020-06-01,"South West","hospital_prev",207
2020-06-01,"South West","icu_prev",25
2020-06-02,"East of England","hospital_inc",60
2020-06-02,"England","hospital_inc",553
2020-06-02,"London","hospital_inc",51
2020-06-02,"Midlands","hospital_inc",126
2020-06-02,"North East and Yorkshire","hospital_inc",70
2020-06-02,"North West","hospital_inc",121
2020-06-02,"South East","hospital_inc",83
2020-06-02,"South West","hospital_inc",42
2020-06-02,"East of England","hospital_prev",421
2020-06-02,"East of England","icu_prev",61
2020-06-02,"England","hospital_prev",4655
2020-06-02,"England","icu_prev",553
2020-06-02,"London","hospital_prev",551
2020-06-02,"London","icu_prev",159
2020-06-02,"Midlands","hospital_prev",1005
2020-06-02,"Midlands","icu_prev",99
2020-06-02,"North East and Yorkshire","hospital_prev",788
2020-06-02,"North East and Yorkshire","icu_prev",68
2020-06-02,"North West","hospital_prev",1134
2020-06-02,"North West","icu_prev",83
2020-06-02,"South East","hospital_prev",548
2020-06-02,"South East","icu_prev",59
2020-06-02,"South West","hospital_prev",208
2020-06-02,"South West","icu_prev",24
2020-06-03,"East of England","hospital_inc",46
2020-06-03,"England","hospital_inc",491
2020-06-03,"London","hospital_inc",68
2020-06-03,"Midlands","hospital_inc",112
2020-06-03,"North East and Yorkshire","hospital_inc",53
2020-06-03,"North West","hospital_inc",122
2020-06-03,"South East","hospital_inc",57
2020-06-03,"South West","hospital_inc",33
2020-06-03,"East of England","hospital_prev",403
2020-06-03,"East of England","icu_prev",60
2020-06-03,"England","hospital_prev",4534
2020-06-03,"England","icu_prev",523
2020-06-03,"London","hospital_prev",548
2020-06-03,"London","icu_prev",148
2020-06-03,"Midlands","hospital_prev",962
2020-06-03,"Midlands","icu_prev",92
2020-06-03,"North East and Yorkshire","hospital_prev",755
2020-06-03,"North East and Yorkshire","icu_prev",64
2020-06-03,"North West","hospital_prev",1110
2020-06-03,"North West","icu_prev",85
2020-06-03,"South East","hospital_prev",544
2020-06-03,"South East","icu_prev",52
2020-06-03,"South West","hospital_prev",212
2020-06-03,"South West","icu_prev",22
2020-06-04,"East of England","hospital_inc",58
2020-06-04,"England","hospital_inc",458
2020-06-04,"London","hospital_inc",58
2020-06-04,"Midlands","hospital_inc",94
2020-06-04,"North East and Yorkshire","hospital_inc",52
2020-06-04,"North West","hospital_inc",124
2020-06-04,"South East","hospital_inc",56
2020-06-04,"South West","hospital_inc",16
2020-06-04,"East of England","hospital_prev",371
2020-06-04,"East of England","icu_prev",54
2020-06-04,"England","hospital_prev",4341
2020-06-04,"England","icu_prev",494
2020-06-04,"London","hospital_prev",530
2020-06-04,"London","icu_prev",139
2020-06-04,"Midlands","hospital_prev",943
2020-06-04,"Midlands","icu_prev",93
2020-06-04,"North East and Yorkshire","hospital_prev",703
2020-06-04,"North East and Yorkshire","icu_prev",64
2020-06-04,"North West","hospital_prev",1056
2020-06-04,"North West","icu_prev",77
2020-06-04,"South East","hospital_prev",533
2020-06-04,"South East","icu_prev",48
2020-06-04,"South West","hospital_prev",205
2020-06-04,"South West","icu_prev",19
2020-06-05,"East of England","hospital_inc",44
2020-06-05,"England","hospital_inc",380
2020-06-05,"London","hospital_inc",50
2020-06-05,"Midlands","hospital_inc",70
2020-06-05,"North East and Yorkshire","hospital_inc",69
2020-06-05,"North West","hospital_inc",75
2020-06-05,"South East","hospital_inc",42
2020-06-05,"South West","hospital_inc",30
2020-06-05,"East of England","hospital_prev",359
2020-06-05,"East of England","icu_prev",49
2020-06-05,"England","hospital_prev",4214
2020-06-05,"England","icu_prev",481
2020-06-05,"London","hospital_prev",525
2020-06-05,"London","icu_prev",137
2020-06-05,"Midlands","hospital_prev",896
2020-06-05,"Midlands","icu_prev",91
2020-06-05,"North East and Yorkshire","hospital_prev",674
2020-06-05,"North East and Yorkshire","icu_prev",65
2020-06-05,"North West","hospital_prev",1046
2020-06-05,"North West","icu_prev",77
2020-06-05,"South East","hospital_prev",512
2020-06-05,"South East","icu_prev",46
2020-06-05,"South West","hospital_prev",202
2020-06-05,"South West","icu_prev",16
2020-06-06,"East of England","hospital_inc",30
2020-06-06,"England","hospital_inc",306
2020-06-06,"London","hospital_inc",46
2020-06-06,"Midlands","hospital_inc",51
2020-06-06,"North East and Yorkshire","hospital_inc",46
2020-06-06,"North West","hospital_inc",56
2020-06-06,"South East","hospital_inc",49
2020-06-06,"South West","hospital_inc",28
2020-06-06,"East of England","hospital_prev",393
2020-06-06,"East of England","icu_prev",46
2020-06-06,"England","hospital_prev",4033
2020-06-06,"England","icu_prev",473
2020-06-06,"London","hospital_prev",451
2020-06-06,"London","icu_prev",140
2020-06-06,"Midlands","hospital_prev",875
2020-06-06,"Midlands","icu_prev",80
2020-06-06,"North East and Yorkshire","hospital_prev",633
2020-06-06,"North East and Yorkshire","icu_prev",68
2020-06-06,"North West","hospital_prev",977
2020-06-06,"North West","icu_prev",79
2020-06-06,"South East","hospital_prev",506
2020-06-06,"South East","icu_prev",45
2020-06-06,"South West","hospital_prev",198
2020-06-06,"South West","icu_prev",15
2020-06-07,"East of England","hospital_inc",32
2020-06-07,"England","hospital_inc",323
2020-06-07,"London","hospital_inc",56
2020-06-07,"Midlands","hospital_inc",65
2020-06-07,"North East and Yorkshire","hospital_inc",39
2020-06-07,"North West","hospital_inc",66
2020-06-07,"South East","hospital_inc",43
2020-06-07,"South West","hospital_inc",22
2020-06-07,"East of England","hospital_prev",349
2020-06-07,"East of England","icu_prev",40
2020-06-07,"England","hospital_prev",3877
2020-06-07,"England","icu_prev",448
2020-06-07,"London","hospital_prev",452
2020-06-07,"London","icu_prev",134
2020-06-07,"Midlands","hospital_prev",855
2020-06-07,"Midlands","icu_prev",77
2020-06-07,"North East and Yorkshire","hospital_prev",634
2020-06-07,"North East and Yorkshire","icu_prev",64
2020-06-07,"North West","hospital_prev",938
2020-06-07,"North West","icu_prev",78
2020-06-07,"South East","hospital_prev",474
2020-06-07,"South East","icu_prev",42
2020-06-07,"South West","hospital_prev",175
2020-06-07,"South West","icu_prev",13
2020-06-08,"East of England","hospital_inc",28
2020-06-08,"England","hospital_inc",348
2020-06-08,"London","hospital_inc",69
2020-06-08,"Midlands","hospital_inc",86
2020-06-08,"North East and Yorkshire","hospital_inc",52
2020-06-08,"North West","hospital_inc",68
2020-06-08,"South East","hospital_inc",38
2020-06-08,"South West","hospital_inc",7
2020-06-08,"East of England","hospital_prev",349
2020-06-08,"East of England","icu_prev",45
2020-06-08,"England","hospital_prev",3883
2020-06-08,"England","icu_prev",443
2020-06-08,"London","hospital_prev",451
2020-06-08,"London","icu_prev",134
2020-06-08,"Midlands","hospital_prev",864
2020-06-08,"Midlands","icu_prev",72
2020-06-08,"North East and Yorkshire","hospital_prev",648
2020-06-08,"North East and Yorkshire","icu_prev",60
2020-06-08,"North West","hospital_prev",943
2020-06-08,"North West","icu_prev",76
2020-06-08,"South East","hospital_prev",469
2020-06-08,"South East","icu_prev",42
2020-06-08,"South West","hospital_prev",159
2020-06-08,"South West","icu_prev",14
2020-06-09,"East of England","hospital_inc",44
2020-06-09,"England","hospital_inc",397
2020-06-09,"London","hospital_inc",35
2020-06-09,"Midlands","hospital_inc",103
2020-06-09,"North East and Yorkshire","hospital_inc",61
2020-06-09,"North West","hospital_inc",98
2020-06-09,"South East","hospital_inc",39
2020-06-09,"South West","hospital_inc",17
2020-06-09,"East of England","hospital_prev",313
2020-06-09,"East of England","icu_prev",42
2020-06-09,"England","hospital_prev",3749
2020-06-09,"England","icu_prev",427
2020-06-09,"London","hospital_prev",454
2020-06-09,"London","icu_prev",129
2020-06-09,"Midlands","hospital_prev",855
2020-06-09,"Midlands","icu_prev",70
2020-06-09,"North East and Yorkshire","hospital_prev",624
2020-06-09,"North East and Yorkshire","icu_prev",62
2020-06-09,"North West","hospital_prev",910
2020-06-09,"North West","icu_prev",74
2020-06-09,"South East","hospital_prev",443
2020-06-09,"South East","icu_prev",38
2020-06-09,"South West","hospital_prev",150
2020-06-09,"South West","icu_prev",12
2020-06-10,"East of England","hospital_inc",39
2020-06-10,"England","hospital_inc",402
2020-06-10,"London","hospital_inc",41
2020-06-10,"Midlands","hospital_inc",105
2020-06-10,"North East and Yorkshire","hospital_inc",58
2020-06-10,"North West","hospital_inc",113
2020-06-10,"South East","hospital_inc",23
